isin,ticker,name,exchange,description
US46435G2434,SUSB,"iShares ESG 1-5 Year USD Corporate Bond ETF",NASDAQ Global Market,"The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index has been developed by Bloomberg Finance L.P. and its affiliates with environmental, social and governance (""ESG"") rating inputs from MSCI ESG Research LLC pursuant to an agreement between MSCI ESG Research and Bloomberg Index Services Limited, a subsidiary of Bloomberg."
US46435G4414,HYXF,"iShares ESG Advanced High Yield Corporate Bond ETF",NASDAQ Global Market,"The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index is designed to reflect the performance of U.S. dollar-denominated high yield corporate bonds of issuers with favorable ESG ratings, as identified by the index Provider, while applying additional screens."
US46435U4408,BGRN,"iShares USD Green Bond ETF",NASDAQ Global Market,"The fund seeks to track the investment results of the underlying index, which measures the performance of U.S. dollar-denominated investment-grade green bonds issued by U.S. and non-U.S. issuers to fund projects with direct environmental benefits."
US46436E1486,IBTO,"Ishares Ibonds Dec 2033 Term Treasury ETF",NASDAQ Global Market,"The fund will invest at least 80% of its assets in the component securities of the underlying index, and the fund will invest at least 90% of its assets in U.S. Treasury securities that BFA believes will help the fund track the underlying index, in each case except during the last months of the fund's operations."
US46436E2963,IBTM,"iShares iBonds Dec 2032 Term Treasury ETF",NASDAQ Global Market,"The index is market value-weighted based on amounts outstanding reduced by amounts held by the Federal Reserve SOMA. The fund will invest at least 80% of its assets in the component securities of the index, and the fund will invest at least 90% of its assets in U.S. Treasury securities that BFA believes will help the fund track the index, in each case except during the last months of the fund's operations."
US46436E4605,IBTL,"iShares iBonds Dec 2031 Term Treasury ETF",NASDAQ Global Market,"The fund seeks to meet its investment objective generally by investing in individual securities which satisfy the criteria of the underlying index. The underlying index consists of publicly-issued U.S. Treasury securities that are scheduled to mature between January 1, 2031 and December 15, 2031, inclusive. The fund will invest at least 80% of its assets in the component securities of the underlying index."
US46436E8259,IBTJ,"iShares iBonds Dec 2029 Term Treasury ETF",NASDAQ Global Market,"The fund will invest at least 80% of its assets in the component securities of the underlying index and will invest at least 90% of its assets in U.S. Treasury securities that BFA believes will help the fund track the underlying index. The underlying index consists of publicly-issued U.S. Treasury securities that are scheduled to mature between January 1, 2029 and December 15, 2029, inclusive. It is non-diversified."
US46436E8333,IBTI,"iShares iBonds Dec 2028 Term Treasury ETF",NASDAQ,"The fund will invest at least 80% of its assets in the component securities of the underlying index, and will invest at least 90% of its assets in U.S. Treasury securities that BFA believes will help the fund track the underlying index. The underlying index consists of publicly-issued U.S. Treasury securities that are scheduled to mature between January 1, 2028 and December 15, 2028, inclusive. It is non-diversified."
US46436E8416,IBTH,"iShares iBonds Dec 2027 Term Treasury ETF",NASDAQ Global Market,"The fund will invest at least 80% of its assets in the component securities of the underlying index, and will invest at least 90% of its assets in U.S. Treasury securities that BFA believes will help the fund track the underlying index. The underlying index consists of publicly-issued U.S. Treasury securities that are scheduled to mature between January 1, 2027 and December 15, 2027, inclusive. It is non-diversified."
US46436E8580,IBTG,"iShares iBonds Dec 2026 Term Treasury ETF",NASDAQ,"The fund will invest at least 80% of its assets in the component securities of the underlying index, and will invest at least 90% of its assets in U.S. Treasury securities that BFA believes will help the fund track the underlying index. The underlying index consists of publicly-issued U.S. Treasury securities that are scheduled to mature between January 1, 2026 and December 15, 2026, inclusive. It is non-diversified."
US46436E8663,IBTF,"iShares iBonds Dec 2025 Term Treasury ETF",NASDAQ Global Market,"The fund will invest at least 80% of its assets in the component securities of the underlying index, and it will invest at least 90% of its assets in U.S. Treasury securities that BFA believes will help the fund track the underlying index. The underlying index consists of publicly-issued U.S. Treasury securities that are scheduled to mature between January 1, 2025 and December 15, 2025, inclusive. It is non-diversified."
US56170L6873,SJCP,"SanJac Alpha Core Plus Bond ETF",NASDAQ Global Market,"SJCP aims to generate income by investing in a broad range of fixed-income securities, primarily focusing on investment-grade US corporate and government bonds of varying maturities. The fund includes MBS, REITs, CLOs, CMOs, municipal securities, and preferred stocks. Portfolio selection combines top-down analysis, which assesses macroeconomic trends such as interest rates and market volatility, with bottom-up security selection based on credit quality and yield potential. The strategy seeks to balance returns with interest rate sensitivity, aiming for optimal performance while preserving capital and minimizing volatility. Although the fund primarily invests in investment-grade securities, it may allocate up to 5% of its assets to higher-risk securities, such as junk bonds and unrated debt. The fund maintains an average portfolio duration of up to ten years."
US67065Q6246,NHCCX,"Nuveen High Yield Municipal Bond Fund",NASDAQ,"Under normal market conditions, the fund invests at least 80% of the sum of its net assets and the amount of any borrowings for investment purposes in municipal bonds that pay interest that is exempt from regular federal personal income tax. It invests significantly in lower-quality long-term municipal bonds and may employ effective leverage through investments in inverse floaters."
US67065Q7491,NHMAX,"Nuveen High Yield Municipal Bond Fund",NASDAQ,"Under normal market conditions, the fund invests at least 80% of the sum of its net assets and the amount of any borrowings for investment purposes in municipal bonds that pay interest that is exempt from regular federal personal income tax. It invests significantly in lower-quality long-term municipal bonds and may employ effective leverage through investments in inverse floaters."
US69346H1005,ISD,"PGIM High Yield Bond Fund, Inc.",New York Stock Exchange,"Prudential Short Duration High Yield Fund, Inc. is a close ended fixed income mutual fund launched and managed by Prudential Investments LLC. The fund is co-managed by Prudential Investment Management, Inc. It invests in the fixed income markets of the United States. The fund primarily invests in a diversified portfolio of high yield fixed income instruments that are rated below investment grade (Ba1 or lower by Moody's Investors Service, Inc. or BB+ or lower by Standard & Poor's Ratings Services). It seeks to invest in securities across all maturities, while attempting to maintain a weighted average portfolio duration of three years or less. The fund employs fundamental analysis to make its investments. It does not invest in municipal debt obligations, asset backed securities, or mortgage backed securities. Prudential Short Duration High Yield Fund, Inc. was formed on April 30, 2012 and is domiciled in the United States."
US74933W5444,UTWY,"The RBB Fund, Inc. - US Treasury 20 Year Bond ETF",NASDAQ,"Under normal market conditions, The adviser seeks to achieve the fund’s investment objective by investing at least 80% of the fund’s net assets (plus any borrowings for investment purposes) in the component securities of the underlying index. The ICE BofA Current 20-Year US Treasury Index is a one-security index comprised of the most recently issued 20-year U.S. treasury note."
US74933W5519,UTHY,"The RBB Fund, Inc. - US Treasury 30 Year Bond ETF",NASDAQ Global Market,"Under normal market conditions, The adviser seeks to achieve the fund’s investment objective by investing at least 80% of the fund’s net assets (plus any borrowings for investment purposes) in the component securities of the underlying index. The ICE BofA Current 30-Year US Treasury Index is a one-security index comprised of the most recently issued 30-year U.S. Treasury bond."
US88521L1089,TPLS,"Thornburg Core Plus Bond ETF",NASDAQ,"TPLS builds a diversified fixed-income portfolio focused on total return through both income and capital appreciation. Investments include corporate bonds, government securities, MBS, ABS, and bank loans. The fund is flexible, allowing investments in securities of any credit quality and maturity. While it primarily invests in domestic issuers, it may also hold foreign debt, including obligations denominated in non-U.S. currencies, with foreign currency exposure limited to 25%. Additionally, the fund may allocate up to 25% of its assets to high-yield bonds, and exposure to emerging markets is capped at 15%. Security selection relies on fundamental research, which involves proprietary and third-party analysis to evaluate credit quality, economic trends, and valuation. Derivatives may also be used to enhance the portfolio or hedge risks. Positions may be sold to adjust duration, mitigate risk, or take advantage of more attractive opportunities."
US88521L2079,TMB,"Thornburg Multi Sector Bond ETF",NASDAQ Global Select,"TMB is a broad-based approach to the global fixed-income markets aimed at total return through both income and capital appreciation. Investments include corporate and government bonds, high-yield securities, MBS, ABS, CLOs, and bank loans. Exposure to high-yield bonds can vary significantly, ranging from less than 35% to over 50% of assets. Securities have no maturity restriction. The selection process is based on a sector rotation strategy, focusing on areas with favorable risk-adjusted return potential while capping foreign currency-denominated debt at 25%. The portfolio manager makes tactical adjustments by integrating macroeconomic analysis, credit evaluation, and liquidity considerations. Typically, the fund manages its duration between one and five years, using derivatives like US Treasury and interest rate swaps to hedge interest rate risk and optimize exposures. Positions may be sold to adjust duration, mitigate risk, or capitalize on more attractive opportunities."
US89833W1624,PTRMX,"Performance Trust Municipal Bond Fund - A Class",NASDAQ,"The investment seeks a high level of current interest income that is substantially exempt from regular federal income taxes and is consistent with preservation of capital.  The fund invests at least 80% of its net assets in investment-grade quality municipal securities that pay interest that is exempt from regular federal income tax. It may invest up to 20% of its net assets in below investment-grade municipal securities as well as up to 20% of its net assets in securities that produce income subject to federal income tax. The fund may invest up to 20% of its net assets in other investment companies, including closed-end funds and ETFs."
US92189F4375,ANGL,"VanEck Fallen Angel High Yield Bond ETF",NASDAQ Global Market,"The fund normally invests at least 80% of its total assets in securities that comprise the fund's benchmark index. The index is comprised of below investment grade corporate bonds denominated in U.S. dollars that were rated investment grade at the time of issuance."
US9219375048,VBTIX,"Vanguard Total Bond Market Index Fund",NASDAQ,"This index measures the performance of a wide spectrum of public, investment-grade, taxable, fixed income securities in the United States-including government, corporate, and international dollar-denominated bonds, as well as mortgage-backed and asset-backed securities-all with maturities of more than 1 year. All of the fund's investments will be selected through the sampling process, and at least 80% of its assets will be invested in bonds held in the index."
US9219376038,VBTLX,"Vanguard Total Bond Market Index Fund Admiral Shares",NASDAQ,"The investment seeks to track the performance of the Bloomberg U.S. Aggregate Float Adjusted Index.  This index measures the performance of a wide spectrum of public, investment-grade, taxable, fixed income securities in the United States-including government, corporate, and international dollar-denominated bonds, as well as mortgage-backed and asset-backed securities-all with maturities of more than 1 year. All of the fund&#39;s investments will be selected through the sampling process, and at least 80% of its assets will be invested in bonds held in the index."
US9219376525,VBLAX,"Vanguard Long-Term Bond Index Fund Admiral Shares",NASDAQ,"This index includes all medium and larger issues of U.S. government, investment-grade corporate, and investment-grade international dollar-denominated bonds that have maturities of greater than 10 years and are publicly issued. All of the fund's investments will be selected through the sampling process, and at least 80% of the fund's assets will be invested in bonds held in the index."
US9219377853,VBMPX,"Vanguard Total Bond Market Idx InstlPls",NASDAQ,"This index measures the performance of a wide spectrum of public, investment-grade, taxable, fixed income securities in the United States-including government, corporate, and international dollar-denominated bonds, as well as mortgage-backed and asset-backed securities-all with maturities of more than 1 year. All of the fund's investments will be selected through the sampling process, and at least 80% of its assets will be invested in bonds held in the index."
US9219378356,BND,"Vanguard Total Bond Market Index Fund",NASDAQ Global Market,"This index measures the performance of a wide spectrum of public, investment-grade, taxable, fixed income securities in the United States-including government, corporate, and international dollar-denominated bonds, as well as mortgage-backed and asset-backed securities-all with maturities of more than 1 year. All of the fund's investments will be selected through the sampling process, and at least 80% of its assets will be invested in bonds held in the index."
US9219467035,VGIVX,"Vanguard Emerging Markets Government Bond Index Fund",NASDAQ,"The manager employs an indexing investment approach designed to track the performance of index. All of the fund's investments will be selected through the sampling process, and under normal circumstances at least 80% of the fund's assets will be invested in bonds included in the index. It is non-diversified."
US9219468025,VGAVX,"Vanguard Emerging Markets Government Bond Index Fd Admiral Shs",NASDAQ,"The investment seeks to track the performance of the Bloomberg USD Emerging Markets Government RIC Capped Index that measures the investment return of U.S. dollar-denominated bonds issued by governments and government-related issuers in emerging market countries.  The manager employs an indexing investment approach designed to track the performance of index. All of the fund&#39;s investments will be selected through the sampling process, and under normal circumstances at least 80% of the fund&#39;s assets will be invested in bonds included in the index. It is non-diversified."
US9220207487,VCRB,"Vanguard Core Bond ETF",Nasdaq,"The fund invests in fixed income securities of various maturities, yields, and qualities. Under normal circumstances, the fund will invest at least 80% of its assets in bonds, which include fixed income securities such as corporate bonds; U.S. Treasury obligations and other U.S. government and agency securities; and asset-backed, mortgage-backed, and mortgage-related securities."
US9220208214,VEMBX,"Vanguard Emerging Markets Bond Fund Investor Shares",NASDAQ,"The fund invests in fixed income securities of various maturities, yields, and qualities. Under normal circumstances, it will invest at least 80% of its assets in fixed income securities of issuers that are tied economically to emerging market countries. The fund seeks to have a majority of its assets denominated in or hedged back to the U.S. dollar, but has the ability to invest in bonds denominated in a local currency on an unhedged basis. The fund is non-diversified."
US9220317294,VUBFX,"Vanguard Ultra-Short-Term Bond Fund Investor",NASDAQ,"The fund invests in a diversified portfolio of high-quality and, to a lesser extent, medium-quality fixed income securities. It is expected to maintain a dollar-weighted average maturity of 0 to 2 years. Under normal circumstances, the fund will invest at least 80% of its assets in fixed income securities."
US92203J2096,VTIFX,"Vanguard Total International Bond Index Fund Institutional Shares",NASDAQ,"The fund employs an indexing investment approach designed to track the performance of the Bloomberg Global Aggregate ex-USD Float Adjusted RIC Capped Index (USD Hedged). This index provides a broad-based measure of the global, investment-grade, fixed-rate debt markets. It is non-diversified."
US92203J3086,VTABX,"Vanguard Total International Bond Index Fd Admiral Shs",NASDAQ,"The investment seeks to track the performance of a benchmark index that measures the investment return of non-U.S. dollar-denominated investment-grade bonds.  The fund employs an indexing investment approach designed to track the performance of the Bloomberg Global Aggregate ex-USD Float Adjusted RIC Capped Index (USD Hedged). This index provides a broad-based measure of the global, investment-grade, fixed-rate debt markets. It is non-diversified."
US92206C7891,VLTCX,"Vanguard LT Corporate Bond Index Fund Admiral Shs",NASDAQ,"The investment seeks to track the performance of a market-weighted corporate bond index with a long-term dollar-weighted average maturity.  The fund employs an indexing investment approach designed to track the performance of the Bloomberg U.S. 10+ Year Corporate Bond Index. This index includes U.S. dollar-denominated, investment-grade, fixed-rate, taxable securities issued by U.S. and non-U.S. industrial, utility, and financial companies, with maturities greater than 10 years. Under normal circumstances, at least 80% of the fund&#39;s assets will be invested in bonds included in the index."
US92206C8543,VICSX,"Vanguard IT Corporate Bond Index Fund Admiral Shs",NASDAQ,"The investment seeks to track the performance of a market-weighted corporate bond index with an intermediate-term dollar-weighted average maturity.  The fund employs an indexing investment approach designed to track the performance of the Bloomberg U.S. 5-10 Year Corporate Bond Index. This index includes U.S. dollar-denominated, investment-grade, fixed-rate, taxable securities issued by U.S. and non-U.S. industrial, utility, and financial companies, with maturities between 5 and 10 years. Under normal circumstances, at least 80% of the fund&#39;s assets will be invested in bonds included in the index."
US9229077535,VTEAX,"Vanguard Tax-Exempt Bond Index Fund Admiral",NASDAQ,"The investment seeks to track the Standard & Poor&#39;s National AMT-Free Municipal Bond Index, which measures the performance of the investment-grade segment of the U.S. municipal bond market.  This index includes municipal bonds from issuers that are primarily state or local governments or agencies whose interest is exempt from U.S. federal income taxes and the federal alternative minimum tax (AMT). All of the fund&#39;s investments will be selected through the sampling process, and at least 80% of the fund&#39;s assets will be invested in securities held in the index."
US92790A2078,VSHY,"Virtus Newfleet High Yield Bond ETF",New York Stock Exchange,"Under normal market conditions, the fund will invest not less than 80% of its net assets (plus the amount of any borrowings for investment purposes) in a diversified portfolio of high yield bonds and other debt securities. It invests primarily in U.S. securities but may invest in foreign securities including those in emerging markets (i.e., those that are in the early stages of their economic development). The fund may use credit default swaps to increase or hedge (decrease) investment exposure to various fixed income sectors and instruments."
US9576641057,WEA,"Western Asset Premier Bond Fund",New York Stock Exchange,"Western Asset Premier Bond Fund is a closed-ended fixed income mutual fund launched and managed by Western Asset Management Company. The fund is co-managed by Western Asset Management Company Limited, Western Asset Management Company Pte. Ltd., and Western Asset Management Company Ltd. It invests in the fixed income markets of the United States. The fund primarily invests in investment grade bonds, including corporate bonds, U.S. government and agency securities, and mortgage related securities. It seeks to maintain an average duration of around two to three years with an average credit quality of BBB. The fund benchmarks the performance of its portfolio against the Barclays Capital U.S. Corporate High Yield Index and the Barclays Capital U.S. Credit Index. Western Asset Premier Bond Fund was formed on March 28, 2002 and is domiciled in the United States."
US97717W3806,AGZD,"WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund",NASDAQ Global Market,"The index is designed to provide long exposure to the Bloomberg U.S. Aggregate Bond Index while seeking to manage interest rate risk through the use of short positions in U.S. Treasury securities. The fund normally invests at least 80% of its total assets in the component securities of the index and investments that have economic characteristics that are substantially identical to the economic characteristics of such component securities. It is non-diversified."
US97717X7848,EMCB,"WisdomTree Emerging Markets Corporate Bond Fund",NASDAQ,"Under normal circumstances, the fund will invest at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in corporate debt. The manager attempts to maintain an aggregate portfolio duration of between two and ten years under normal market conditions. The fund may invest up to 20% of its net assets in derivatives, such as swaps and forward currency contracts. It is non-diversified."
XS2595670501,5TIP.L,"Leverage Shares 5x Long TIPS Inflation Protected US Bond ETP Securities",London Stock Exchange,"The objective of the ETP Securities is to provide 5 times the value of the daily performance of the iShares TIPS Bond ETF , net of fees and expenses."
XS2595671657,5STI.L,"Leverage Shares -5x Short TIPS Inflation Protected US Bond ETP Securities",LSE,"To pursue the -5x Short TIPS US Bond Investment Strategy"
XS2595671814,5IEF.L,"Leverage Shares 5x Long 7-10 Year Treasury Bond ETP Securities",London Stock Exchange,"The ETP securities seek to pursue the 5x Long 7-10 Year Treasury Bond Investment Strategy . which provides exposure to 5 times the daily performance of the iShares 7-10 Year Treasury Bond ETF."
XS2595672036,5TLT.L,"Leverage Shares 5x Long 20+ Year Treasury Bond ETP Securities",London Stock Exchange,"The objective of the ETP Securities is to provide 5 times the value of the daily performance of the iShares 20+ Year Treasury Bond ETF , net of fees and expenses"
XS2595672382,5STL.L,"Leverage Shares -5x Short 20+ Year Treasury Bond ETP Securities",London Stock Exchange,"The Securities seeks to track the -5x Short 20+ Year Treasury Bond Investment Strategy, which is designed to provide -5x the daily return of iShares 20+ Year Treasury Bond ETF stock"
